Label,Tweet
2,USER Karena sekarang banci juga merokok'
2,USER Nyatanya rakyat makin susah menteri perek daya beli hancur USER setan iblis tukang tipu'
2,USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..'
2,USER harap maklum aja pak. pembuat isu itu selain udah Toku medekati idiot juga \xf0\x9f\x98\x9d'
2,USER USER bacot kamu pecun'
2,"USER Alhamdullilah masih banyak orang tolol di twitter, aku jd kelihatan pintar.'"
2,"USER Gini ya, Lucas punya dua racun. Mau dia yang lagi bener(beneran cakep nya) atau racun sarap nya?\n\nMon maap, gue keracunan sarap nya'"
2,USER NAPA KALO UDAH TOLOL JANGAN DILIATIN TOLOLNYA JADI MALU2IN KAN WKWKWK'
2,USER Tolong dong orang bego gak usah dikasih lapak min'
2,USER ngakakakakaka bete banget asu'
2,USER Wedus gembel\n\nAku siram air bisa bikin seger kan'
2,USER Ribut lo tai'
2,"USER Kemarin ahok nyebut bangsat,emang ada orangnya yg kelakuannya ngisep darah rakyat.\n\nSekarang yg disebut goblog,,ditanya siapa orangnya malah cuma nuduh2 aja'"
2,USER USER Huehue si mahfud md udah ngikutin Geng si wowok dan oposisi tolol'
2,USER Anjir ngakak :('
2,USER OHH SI KUNYUK ITU'
2,USER Parfum tai ayam kan pasti?'
2,USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x91\x8c'
2,"USER Ia tidak memperdulikan ocehan laki-laki didepannya itu, kenapa hari ini ia bertemu laki laki ini? Padahal UI sangat luas dan dari sekian banyak mahasiswa, mengapa harus Alan?\n\n""Bodo amat gue gak denger, gue pake headset,"" ucapnya tidak perduli, lalu mengikuti langkah kaki +'"
2,USER Percuma gak perlu di ingetin bang USER klo orang di hatinya sudah tertanam sifat dan ajaran iblis orang itu pastin lntolerans. Dan dia Akan mngadu domba. Tabur kebncian. Sara dll'
2,USER bangke lu yen cabul'
2,USER USER USER Udah Kodrat: PECUN-dang emg paling pinter cari alasan\xf0\x9f\x98\x82'
2,USER USER Goblok sia kunyuk'
2,USER USER Weh kunyuk \xf0\x9f\x98\x82'
2,USER UWOY JADI BENCONG JUGA HAHAHAHA \xf0\x9f\x98\xad'
2,USER Anjir covernya sama wkwk'
2,"USER USER USER USER USER USER USER USER USER USER USER USER Ah bacot, dasar sok alim lu. Manusia itu gak ada yg sempurna. Jangan sok alim jadi orang.'"
2,USER USER Aku gr baru tau kemarin si banci eta trh wkwkwk'
2,USER USER BACOT YA KALIAN'
2,"USER Tiap berkicau makin keliatan tolol dan gobloknya, lbh tolol lg yg milih dia'"
2,USER Bolot wkwkwk tipo'
2,USER KALO ITU GW JUGA TAU + GAK NANYA BOLOT'
2,"USER USER USER ketika USER tidak berhasil menyodorkan prestasi tokohnya, tdk ada prestasi partainya, maka yg muncul adalah aksi menjelek-jelekkan lawan. Ksihan si manis tp bego USER diperalat syahwat kekuasaan!!'"
2,"USER EH PEREK... GUE BALIK LU HIATUS, TAIK'"
2,USER Omongan mu rusak..Dasar KontoL'
2,USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram!! Najis!! Dasar banci'
2,USER USER USER Wajah anak lo Kliatan Bgt ya!! Penuh dendam dan kebencian! Pasti anak anak lo makan dari hasil uang haram. Bapaknya kayak lo!! Banci dan rumpi!!! Lo ngatain gue makan tai?? Nah lo dan istri serta anak anak dan ortu lo makan bangke uang haram!! Najis!! Dasar banci'
2,USER USER Yang perek kan ibu lo.. gimana sih.. pasti sdh dool ya'
2,USER USER Arseto itu monyet ngak tahu adab dan moral'
2,USER USER USER Tolol sekali anda ini? Ngaji dimana kau ini kl agama islam sprti itu? Ketahuan ini orang ngajinya sm orang ngk jelas ini?'
2,USER bajingan anda USER'
1,USER ...aku udik bangat si emang bisa gitu y di ta wan :('
2,"USER \xe2\x80\x9cNyetir apaan. Orang mobil di depan aja ga bergerak, idiot.\xe2\x80\x9d\n\nWindy semakin kesal karna Yoga yang sangat tidak peka akan kondisi perutnya saat ini. Ia lalu diam dan menatap ke depan.'"
2,"USER USER Lebih baik d jajah china dr pada di jajah arab... Kebanyakn aturan.... Kl g jual aja negaranya sm AS biar yg banyak bacot lansung di tebas... Jangan sok suci, jangan munafik jd orang koar2 dank bisanya...'"
2,"USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Lah emang sekarang presiden nya prabowo ,tolol boleh goblok kurangi ,'"
2,"USER udah jelek, budek lagii :( .nga'"
2,USER Udah ga pusing lagi? Ayo ntar fc monyet'
2,"USER USER Siapa bilang dia ustadz,pembual,sinting dia'"
2,USER USER Dasar bencong.....!!!'
2,"USER USER Media pura2 bego dan ajak2 bego orang lain, namanya pembodohan. Parah!!!'"
2,USER Lawan!!! Bangke smua dipiara penguasa. #2019GantiPresiden'
2,"USER Mengadu ke Allah agar para pemimpin yang bejat,bangsat,bajingan segera bertaubat kepada Allah dan kembali ke jalan Allah.'"
2,"USER tangkap dan bunuh saja itu bajingan...prcma klo ngarep ama ""penegak hukum""'"
2,USER Arseto..ini kunyuk yg sedang cari panggung...'
2,USER typingnya ganteng ga banci. jago dikit dong'
2,"USER USER USER USER USER Wkwkwk.. Si mantan ustad, di ILC keliat goblok masih ga sadar didumay..,sakit perut gw liat nya'"
2,USER USER USER USER USER USER USER USER USER USER USER USER Gw tuduh lo anak babi. Yuk buktikan lo anak orang dengan tes dna ya. Cepat. G pake lama'
2,USER USER USER USER BANCI KALENG MALU GA BISA JAWAB PERTANYAAN KAMI DARI 2 HARI LALU.... NYUNGSEP KOE USER URL
2,USER USER USER Kyanya ijin pemerinth setempat yg goblog kasih ijin'
2,USER Gak aneh. Katakita adminnya si Ade Armando. Jadi gak heran bikin meme tolol macam ini.'
2,USER kalau waria sih ada harganya daripada yang bencong asal pegang pas tidur~~\n\nNGAHAHAHAHA'
2,USER pas di cari ga nemu tpi bunyi mulu anjir'
2,USER Astagaaa.. Sewa pecun skalian ga pak?'
2,USER Memek nya gk klihatan'
2,USER USER DPR DPRD jancok asu aanjing babi kontol jembut bajingan bangsat tempek gendeng taeeekkk banci'
2,USER Kecebong bajingan'
2,USER Apa kbr memek tembem..'
2,"USER AHAHAHAHAHA CAPEK.\n\nGua kira video 13 detik dia beneran ngomong, kampret.'"
2,USER Mcm babi sial haaaa aku marah nii'
2,USER Kalo mau buat hoax yg pinter dikit dong...udah dungu jgn bego...kasian ntar pengikut nya ikutan dungu dan tolol\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x89\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2,USER USER Bego ah budek \xf0\x9f\x98\x91'
2,USER ya allah sejak kapan lu jadi babi dek??!!!! \n\ngpp ini maljum..giliran gue jaga lilin'
2,"USER Sekolah yg bener jangan minta free class mulu nik, tar bego kayak gw\xf0\x9f\x98\x82'"
2,USER Bajingan la bukan banjingan'
2,USER Ini lo mau sarkas apa emang bego si?'
2,"USER Makannya, kalo mau bacot mikir pake OTAK. Lu punya HATI+AKAL PIKIRAN gak? Gimana Kalo DUIT Keluarga lu, hasil nabung bertahun2 ternyata keluarga lu di tipu ABU TOURS. GOBLOK boleh, TOLOL pilihan'"
2,USER kok gembel beneran cantik juga wkw\n\nyah baru mau dimintain makan'
2,USER USER USER Napi ya napi..gak beda ya...jangan tolol sok bela penista agama...statusnya sama dengan napi lain bong..!!hehe'
2,USER Eh kunyuk.. Aku nih udh kuliah lohh.\nKmu anak sma ya? \xf0\x9f\x98\x85'
2,USER USER USER USER Muke lo mirip kontol monyet'
2,USER Yg kunyuk kunyuk ini yg heboh prof ditambah penumpang gelap dan pasukan nasi campur'
2,USER Itu lagi ngomong bacot dalem ati'
2,USER Aku pengen jilat memek'
2,USER sebelum brngkat krja ngentot dulu sama pacar URL
2,"USER USER USER USER Mental itu selalu minta mobil rantis, minta dikawal polisi,. \n\nSayang banget tuh bis ga dilempar molotov ye, kayak di jl gatsu.\n\nmental itu bikin nazar nikah sama monyet ? Terus ? \n\nMental itu ngerusak stadion gbk? Aset negara, \n\nTerus ada yg dapet proyekan dari kementrian, lol'"
2,USER USER USER Gubernur bego dlm sejarah DKI'
2,USER 515UKM4W4T1 itu golongan iblis...Krn hanya iblis yg tdk suka adzan.'
2,USER tampang sederhana padahal boneka kunyuk'
2,USER Alay bat tai tentara macam apa lo!? Ew banget sih emg tentara ina w malu'
2,"USER Apaansi tai baru gt doang belagunya udah selangit. Ga inget ada karma? Ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'"
2,USER Cuma sejam anjir wk'
2,"USER Halah tai. Kacang lupa kulitnya ngatain JYP :""'"
2,"USER kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak, kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadinya nyinyir'"
2,USER Kenal glam gak lw jing? Homme jg kmn tai. Agency lw juga ada masa anjlok ny gaush bacot makany. ngaca dl.'
2,USER sedih gw baca komenannya nyalahin army taunya akun bodong. kampret dah.'
2,USER woi elah ngakak terus sih anjir hari ini WKKW'
2,USER YAAAELAAAAAA manusia babi dasar'
2,USER Gila......manusia sudah bejad lahir bathin...sudah maksiat dimuka umum....syariat2 Tuhan pun di rusak..dihina........Duuhhhh Gustiiiiiiiiiiiiiiii.......'
2,USER ASW GAK GW KASIH HADIAH PULSA LG KL MENANG YA LW'
2,USER Gimana mainnya asw'
2,USER Ternyata masih da banyak asw'
2,USER USER Gue belom baca sampe akhir akhir mager asw mending vn kwkwkwkwkw'
2,USER Mau dibucinin lah asw udh dibucinin kok gak mempan wagelaseh gue harus ngapain lage'
2,USER USER Rayap mah makanin kayu pea kunyuk wkwk'
2,USER Dasar javlay llu kunyuk ... Istipar weh'
2,USER Kasur mana enak kunyuk'
2,USER hanjing... MAJU LU SINI BABI'
2,USER USER udik emang bego haha'
1,"USER USER Kalau Khalifah bagaimana Prof. ? \nKan sudah sunatullah pastinya ? \nTuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan nggak setuju, kemudian dinamakan Iblis. \nTugas manusia sbg Khalifatullah untuk mengambil Hikmah (kebijaksanaan) dari keduanya. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
2,USER USER USER USER USER USER USER USER USER USER USER Cuma 1 kata: BAJINGAN !'
2,USER Babi tak ajak'
2,USER bisa aja gembel nya lu jae \xf0\x9f\x98\x8c'
2,USER BODO EH HAHAHHAHAHHHHAHAHAHA BADU ARHHH NGAYAH PANGAN DIRI KETU KU NEMU D CRINGE SIAL'
2,USER USER Pake wifi aja masih gembel'
1,"USER letak Iman di dalam otak ada di sebelah mana sih, cacing yg di mengandung Protein adalah Olahan dengan Extrac .. bukan dengan makanan yg mengandung cacing langsung dikonsumsi ... jika mau cacing dalam daging babi .. qty nya mantap tuh'"
2,USER Apa lagi memek yg ga ada bulunya lebih mantap di jilatnya'
2,"USER Maklumin aja mus, mereka itu para anjing pki laknat, si dylan idiot itu lah ketua nya'"
2,USER USER USER USER USER USER Dasar muka tai babi loh mau tenar agama di bawa2.. Klw berani jgn share di medsos.. Umat siapa pun klw agama nya di hina2 pasti marah besar..!!! Dgn mudah nya langsung minta maaf.. Ayo FPI buruh dan cari orang ini buat kasih pelajaran...!!! #BelaIslam*'
2,USER Aldo tai anjing'
2,USER Bogel kunyuk hehe'
2,USER USER apaan babi'
2,USER Jadi kalau masih mo mt gak kena dare bajingan:3'
2,"USER lu bolot, lemot. masa gitu doang ga ngerti'"
2,USER Cewe gila. Sinting. Freak'
2,USER Tae. Isinya banci semwa yak?'
2,USER WISHNYA KE LU SEMUA TAI.'
2,USER BODO MAU NGAMBEK'
2,USER Ihh yg bener anjirr jahat elu mah bodo bodo'
2,USER perek doyan di gagahin :*'
2,USER Bangsat banci manatuh\xf0\x9f\x98\x82'
2,USER Ah. Kaga weekend ini? Tai emang'
2,USER USER Totol ketemu tolol !'
2,USER Tebal banget bentuk memek ya tante'
2,USER Makanya kalo laper mending jual diri aja jangan jual otak. Goblog kan jadinya.'
2,"USER USER USER USER USER USER USER USER Kya bersih suci sendiri aja kamu TOLOL....trs,kmu yg teriak\xc2\xb2 muslim....udh berbuat apa utk sdra muslim mu????klo mkn aja msh NGEMIS,g usah kopar kapirin org....benci boleh GOBLOK JGN!!!USER'"
2,USER Anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c'
2,USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET'
2,"USER aku brengsek, masa adik ku kecebur aku ketawain?'"
2,USER ngakak anjir'
2,USER kaya monyet?'
2,USER biar makin panas alias babi kaaaaau\n wwkwkwkw\n\njangan becandain mamah gw'
2,USER bawa2 gugel ah tai del'
2,"USER #Jawabannya adlh; KARENA PASUKAN ONTA 212 DENGAN PEMIMPIN BRENGSEK YG KINI BURON, MEREKA SAMA"" MENIKMATI HASILNYA.\nMEREKA BAHAGIA MENIKMATI UANG HARAM KARENA MEREKA SATU KEYAKINAN..!!!!'"
2,USER USER Hahahahaha... \nga ada orderan demo.. \nga ada nasi bungkus.. \nga ada perbaikan gizi.. \nTETAP IDIOT..!'
2,USER Kunyuk nih orang ...jng kasih kendor nih segera cyduk.'
2,"USER USER USER USER tengok cara balas, Ni ke cara #KitaOK pertahankan #ASSTAG diorang\ncomeonla\n\nMaki hamun bukan MATLAMAT KEMPEN #KitaOK\n\nSebab tu PAKCIK nak HAPUSKAN #BANGSAANJING Ni!!!\n\nIni adalah ANJING &gt;&gt;&gt; \xf0\x9f\x90\xbc\xf0\x9f\x90\xbc\xf0\x9f\x90\xbc'"
2,USER USER Wkwkwk bangke. Sambil ada yg ngetok2 di jendela'
2,"USER Medokan ndi? Ga ngerti aku yoan.\n\nMAKANE, mama ku macak budek nek aku jalok sangu \xf0\x9f\x98\xad'"
2,"USER Dia budek, buta, dan otak mati jd mungkin sulit. Jangan berharap banyak.'"
2,USER Kok bs gitu sih asu bgt paypal :('
2,USER USER perek lu mah'
2,USER Kamu bau bangke tikus!!! \xf0\x9f\x98\xa3'
2,USER Kamu bau monyet .g'
2,USER Jadi inget fesbuk anjir lupa aku'
2,USER USER Kunyuk emang die wkwk'
2,USER bodo yang penting mak bahagia'
1,USER #PECUNIO akan membawa kita lebih jauh ke arah tujuan kita untuk membentuk pasar keuangan masa depan.\n#Pecun_io #ICO'
2,USER anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu \n\nternyata ada yg lebih parah dr mantan gua anjir lol\n\nudah skrng fokus exo yg jelas2 membuat kita bahagia^____~'
2,"USER Hah cuman buat orang kek lu pecun.. Dang , aduh gk bgt orang kaya lu di bacotin dikit aja udah sesek napas'"
2,USER Iya peno sinting'
2,USER Ihh itu marahin cordi nunanya oppaa masa mau ambil2 guguk ku : ( kaya bencong aja dia ngambil2 punyaku-! \xf0\x9f\x98\xa2 .nda'
2,"USER Guwe anjing penasaran iya iya lah bisa ngomong, maju lu sini garuda kuping budek'"
2,"USER Woy,itu semua sudah di proses aparat.ngapain harus ribut.kalo ahok memang perlu di ributin karna tidak di proses..goblog di pupuk'"
2,USER yeuh mentalita sunda sib...g club g pendukung kunyuk kabeh...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL
2,"USER Yah jawabannya goblok mas\n\nJaka Sembung kan bawa sepeda mau sekolah, masa bawa golok,gila nih orang tua nya'"
2,USER Foto memek nya dong'
2,USER Brp sayang ngentot sma kmu'
1,USER gua stress pengen un bukannya makin alim malah makin bejad'
2,USER Ente aja ga suksreb bajingan.'
1,"USER Pimen yen gawe ning slawi perek hotel grand dian nah ana toko matrial kue gone nyong, digawe bae pimen \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86 2x9 m temboke wkwk'"
2,USER USER kunyuk satu nih yg gua punya wkwkwkk'
2,USER USER pea kesayangan kecintaan bolot sok pinter pdhl lbh lemot dr gua'
1,USER Berasa punya monyet :v .g'
2,USER Kek monyet lis :v pulang woy pulang'
1,USER Tuyul apa monyet?'
1,USER perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pak pd banyak rumah tolong dicek. trims'
2,USER apaan si anjir receh bgt gua'
2,"USER ngapain di ingatkan orang tersebut.. wong yg di ingatkan budek, tuli, pekak dan tolol'"
2,"USER USER USER USER Duhhh banci medsos muridnya napi 2 kali di bui ini ya, rumpi Bgtxx kayak junjungannya.. jelas jelas itu elo cong.. jd bencong mbok ya beradab dikit jangan kayak residivis gitu. Mentang2 punya guru mantan residivis 2 kali di bui.. rumpi bgt'"
2,USER ya anjir salah tag wkwkwk apaan lu gue jennie zuyle lisa wkwkwk'
1,"USER Bingung membedakan mana yang hasil bisikan jin, iblis atau malaikat bahkan hasil pemikiran orang lain yg pernah singgah. \nHanya Tuhan yang paham. \n\n\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
2,USER Ava gw anjing dn gw monyet hadeh'
1,"USER \xe2\x80\xa2 My Idiot Brother (yaolo itu tuh pak :(\n\xe2\x80\xa2 Ayah Mengapa Aku Berbeda (Filmnya saya lupa gmn tapi bukunya sukses bikin saya menye-menye)\n\xe2\x80\xa2 Surat Kecil Untuk Tuhan (ini mah paling paling sih)\n\xe2\x80\xa2 Habibie &amp; Ainun (malu ini pak saya terharu di depan ortu mun)\n\n\xe2\x80\x94 447, danke pak!'"
2,USER eeh bang perek baru keliatan\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2,USER USER Dan penyakit yg blm sembuh sampai skrg oleh gerombolan kampret bongkrek adalah penyakit panik dan balas dendam akibat kekalahan pilpres 2014. URL
2,USER USER Penyakit panik yg di alami kaum begundal kampret bongkrek adalah selama pak prabowo blm jadi presiden. Dan kepanikan itu akan trs berlanjut karna sprtinya pak jokowi akan dua periode.'
2,USER USER Emang dasar kecoa goblog! Ngambil uang simpanan dibank dan dikelola bank tanpa seizin yg nabung koq dibilang maling'
2,USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??'
2,USER Udah anjir :( udah kerja :( sedih karna inget masa kuliah(?)'
2,USER Ga rela kunyuk bahagia pagi ini'
2,USER Tiada hari tanpa ngomongin kunyuk\xf0\x9f\x91\x89\xf0\x9f\x91\x88 Udah punya kuota kan? Iya pasti udah punya'
2,"USER kamu ga budek ko, cuma tuli\n\nnga'"
2,USER Kakak kampungan cuyih'
1,"USER USER USER USER itulah yang dimanfaatkan sama akun2 anonim geje kaya Conan, Sinting, dll... bahkan pendukung DPP sampe ga bisa membedakan mana loyalis FH dan AM pada waktu yang berbeda... semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik'"
2,USER Sini queen ak coba memek kamu'
2,"USER eh? haha iya dp kamu hyunjin, anjir. gini nih kao males nge zoom. haha'"
2,USER USER kaget anjir mentab penuh kirain apa'
2,USER GUE HARUS BILANG APA ANJIR. Bagus kok.'
2,"USER Jele lo, udik.'"
2,"USER USER USER USER Nih terakhir aku tanya lagi: Itu utang era Jokowi semua, bencong? Pasti mingkem lagi... si gembel warnet.... banci kaleng... \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3'"
2,"USER USER USER Kan alamat kerjaku udah kukasih tadi.. datang ajah, biar kubuktikan kau itu juga LGBT aka BANCI KALENG....'"
2,"USER Hahaha.... banci kaleng langsung NYUNGSEP kalau ditanya... pakai akun palsu... kalau ga banci, ya Saracen.. waspadalah.. waspadalah...'"
2,USER USER Gue semua cerita angst suka sekalipun yg sad ending ampe mewek beneran gue bacanya gembel banget gasih wkwk'
2,USER Tai sih fadlizone'
2,USER Tai kaga ngajak'
1,USER USER monyet yang di sumber juga masih pada idup tuh\xf0\x9f\x99\x8a'
2,USER USER ini si nenek nenek bermulut jembut ngoceh melulu keselek bulu jembut mati loe nek USER'
2,USER USER USER USER USER USER Lebih TOLOL lg yg nulis kek gini... \xf0\x9f\x98\xb8\xf0\x9f\x98\xb8\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8
1,USER Lebuk can bai mai taau.hishh maka can sejak zaman sekolah . Dating butah beraan gk udik'
1,USER #DBDSHOW kalo menurut saya film yg berkesan yaitu film si buta dari goa hantu..karena film itu mengindikasikan antara si buta dan si monyet yg begitu setia kawan..betul tidak? Colek tuk USER dan USER'
2,"USER Gini nih klw orang keluar dari memek perek ,,ngapa luh gak seneng gw bilang bgtu emak lu perek,,ketemuan yuks'"
2,USER Celakalah SukmakuMati tiada aku mengerti Syariah hdpku ssat\nCelakalah SukmakuMati auratku yg terurai mnampakkan buruknya wajahku\nCelakalah SukmakuMati nyanyian genjer2 yg aku suka mdatangkan Iblis disukmaku\nCelakalah SukmakuMati adzan tdk bs mngusir Iblis disukmaku.\nSukmakuMati'
2,USER jahudi bangke minta sama jerman sana tempat ibadah'
2,USER Si brengsek ahok ini ternyata pengecut.....takut dimasukkin lapas.'
2,USER ih pinter gembel nih anak satu ^_^'
2,USER USER Wkwk bodo anjer'
2,"USER USER Itu cuma bacot doang,gue yakin tdk akan berani melakukan.'"
2,"USER Gw merasa bego lu jwb begitu mulu --""'"
2,USER USER USER USER USER USER USER USER USER USER USER USER USER kepala apaan anjir'
2,USER Wkwk gaboleh dra bos bosan tai'
2,USER Gue cuma makan snack doang anjir belom makan nasi wkwkwk'
2,USER Dasar gila.'
2,USER Kalau banci thailand mah cegan dong oppa'
2,"USER ""cowok di dunia ini itu cuma ada 2 macem kalo bukan bajingan ya maho""'"
2,"USER Aku malah kebalikannya hm, tapi kalau udah akrab sama temen rl selalu dibilang yang paling banyak bacot akunya'"
2,"USER Aku sih kata temen waktu awal liat "" jutek, sinis, judes, dingin "" pas awal doang pas udh deket bgt dia malah bilangin w gila, stres, sarap, ya emang sih kadang wkwkwkw. :v jujur bgt w eastaga. \n\ntpi ada kok yg deketin haha//'"
2,USER Alah bullshit tai kotok'
1,USER Alhamdulillah gua tinggal di komplek yang warganya bodo amatan dan ga ada ibu ibu yang kumpul buat nge gosip . Komplek rumah gua sepi banget pliss \xf0\x9f\x98\x82'
2,USER biarin aja ngapain ngeladenin banci'
2,"USER bolot, idiot, berisik, lawak, kocak, moodbooster tp wkwk'"
1,USER Cinta monyet?'
2,USER Cowonya ga gentle banget banci gitu ngomongin dibelakang kalau emang bener yg dikatain temen2 :)'
2,USER iya udah liat. gedek banget anjir sama bapanya'
2,USER Jempolnya kelebihan bacot'
2,USER KOK GUE LIAT INI SIH KAMPRET WKWK'
2,"USER pernah berdiri diujung kolam, terus suruh sodara q ngedorong eh didorong beneran trs q nangis like gembel basah2 an. yg bego tuh syp :('"
2,USER Luhut si muka bajingan skrng perusahaany bnyk duit dr mn dia'
2,USER Ngentot yuk'
2,"USER Wakakakakakak di tag ke polri gak tuh anjing, tolol banget sumpah'"
2,USER terus bisa apa kalo iya....rejim kunyuk ini siapa yg berani lawan...??'
2,USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 pemimpin TOLOL akan menular kan ketololannya pada pengikutnya.'
2,USER Waduuuh \nPusing Baca nya ..\xf0\x9f\x98\xb4\nTolol nya kelewatan...\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x83'
2,USER USER USER Logisnya ya memang pesanan atau memang ahoker blm bs mup on lah. Emang warga dki bego'
2,USER Gitu gituan apaan anjir'
2,USER LAH AWAS YA MAMIH GAK W RESTUIN AMA KUNYUK PAPIH/?'
2,USER USER Drtd anjir greget gua wwkkw'
2,USER u yg bego'
2,"USER Ini poltak bener2 manusia berwatak babi, jaman USER gencar bela sampai cocotnx itu monyong klo ngomong, skr USER di sanjung2 bak dewa. Skr sy tanya sm kau poltak babi, saat BBM naik tanpa penjelasan bahan pokok naik, TKI di pancung, kemana cocotmu'"
2,"USER Politisi TAI BABI pagi2 dah berkoar,,, ucapan lo gk dibutuhkan untuk NKRI,, karna lo adalah PENJILAT BANGSA.kutu loncat'"
2,USER Rakyat indonesia akan lihat azab yang akan kau dapat poltak..\nMulut bangke di pelihara.'
2,"USER SSSTTT....Mengapa harus ribut terusssssss...!.\nKita lihat saja nati tahun 2019, siapa yang akan di ridhoi oleh Allah SWT untuk kembali menjadi pemimpin Negara kita yang tercinta ini.\n\nSudah jangan berisik, bikin budek. Pada diem saja.......'"
2,USER Mana ada anjir. Kagak lah.'
2,"USER Sambunvan tertutup dengan kekehan masih singgah di bilah bibir Ocha dan berhenti saat sampai di toko kue yang ia maksud tadi. \n\nSetelah membayar, ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatunya. Untuk Milly. Dan menunggu si kunyuk Eds sampai di rumah.'"
2,"USER USER Muka lu cabul, kalo punya muka sih, tapi banci mah beraninya anonim...'"
2,USER WOI BOLOT'
1,USER USER Wkwkwkwkwkwkk kebayang monyet kera sakti\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
1,USER emang cuma babi yg punya buntut hihihi mungkin kamu unicorn'
2,USER Aku suka memek kok..'
2,"USER Ayo mana memek kmu sini,,,,,'"
2,"USER Bacot, gaya sama otak timpang doi'"
2,USER USER Buktiin lah tolol'
2,USER bunda ngentot yuk'
2,USER Enak buat ngentot say'
1,USER Awas budek musikan pake henset yy'
2,USER Jd kesimpulannya lu kenapa bego v?'
2,USER Soeharto Dalang Segala Bencong hehe'
2,USER Ayas kunyuk.'
2,USER USER Iri ae lu tolol'
2,USER berisik tai gajedot. diemin jempol lo bisa gak.'
2,USER E N G G A K. dah tuh pengen gue mute anjir'
2,USER gila ya jaman sekarang? orang goblok bisa main twitter'
2,USER Kampret telat deh gua'
1,USER Nyari monyet ya bang? #findinghyukjae'
2,USER Pengen goblog-goblogin tapi masih pagi.'
2,USER ya kalo gak punya uang mau nabung apa anjir? nabung daun?:('
2,USER Ngakak asw wkwkw'
2,USER Kan emg idiot gimanasi'
2,USER gembel belajar besok un //'
2,"USER Dari ngebunuh musuh, dari ngebunuh minion, dari ngebunuh turtle, dari ngebunuh monster hutan, dari assist, dari ngancurin turret, dll.\n\nAmbil, lu kata ML atm wkwkwkw kampret XD'"
2,USER Sarap bro'
2,USER USER Mudah2an ada anak atau keluarga dekatmu yg jadi pecun dan pecandu narkoba supaya anda sadar dan paham mengapa tenpat2 spt Alexis harus di tutup.'
2,USER x || Lo ngomong aja kaga bener bangke'
2,USER USER WKWKWKWK BODO BANG'
2,USER Bacot lu orang kota yg miskin'
2,USER bajingan! jd pengen nasi padang kan'
2,USER Bodo amat!\nGak tertarik titik'
2,USER Hujan di udik disini mendung\nAnak siapa pakai kerudung \nMata melirik bacot anda'
